"","Sample","Date","Time","Counted.by","Site","DO..mg.L.","Saturation....","Temperature...C.","N","NH3.N","NH4.N","pH","NO2","PO4","X","Species","Classification","Threat","Cells.Counted","Frames.counted","Total.Count"
"3218",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacillaria","Diatom","","2",50,200
"3219",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom","","3",50,300
"3220",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navicula","Diatom","","3",50,300
"3221",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","","5",50,500
"3222",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis acuminata","Dinoflagellate","","1",50,100
"3223",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate","","1",50,100
"3224",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate","","1",50,100
"3225",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom","","6",50,600
"3226",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum minimum","Dinoflagellate","","3",50,300
"3227",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karenia cristata","Dinoflagellate","","1",50,100
"3228",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom","","1",50,100
"3229",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karenia mikimotoi","Dinoflagellate","","1",50,100
"3230",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scrippsiella","Dinoflagellate","","4",50,400
"3231",1291,"25/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eucampia","Diatom","","1",50,100
"3232",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium claudicans","Dinoflagellate","","1",33,152
"3233",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom","","3",33,455
"3234",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Triceratium","Diatom","","1",33,152
"3235",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom","","8",33,1212
"3236",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","","1",33,152
"3237",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum minimum","Dinoflagellate","","1",33,152
"3238",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dictyocha","Dictyochophyceae","","1",33,152
"3239",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cylindrotheca closterium","Diatom","","1",33,152
"3240",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom","","14",33,2121
"3241",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis acuminata","Dinoflagellate","","2",33,303
"3242",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navicula","Diatom","","5",33,758
"3243",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacillaria","Diatom","","3",33,455
"3244",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ditylum brightwellii","Diatom","","2",33,303
"3245",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate","","1",33,152
"3246",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom","","2",33,303
"3247",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Octactis","Dictyochophyceae","","3",33,455
"3248",1292,"28/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom","","3",33,455
"3249",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","","1",66,76
"3250",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom","","8",66,606
"3251",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom","","8",66,606
"3252",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","2",66,152
"3253",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom","","32",66,2424
"3254",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Triceratium","Diatom","","2",66,152
"3255",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navicula","Diatom","","12",66,909
"3256",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ditylum brightwellii","Diatom","","8",66,606
"3257",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom","","20",66,1515
"3258",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis fortii","Dinoflagellate","","1",66,76
"3259",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom","","1",66,76
"3260",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum lima","Dinoflagellate","","6",66,455
"3261",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dictyocha","Dictyochophyceae","","8",66,606
"3262",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skeletonema costatum","Diatom","","2",66,152
"3263",1293,"29/10/2019","08:00:00","Jan","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom","","2",66,152
"3264",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","1",49,102
"3265",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacillaria","Diatom","","1",49,102
"3266",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis acuminata","Dinoflagellate","","2",49,204
"3267",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum lima","Dinoflagellate","","1",49,102
"3268",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","","4",49,408
"3269",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom","","6",49,612
"3270",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navicula","Diatom","","15",49,1531
"3271",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom","","2",49,204
"3272",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum minimum","Dinoflagellate","","5",49,510
"3273",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dictyocha","Dictyochophyceae","","4",49,408
"3274",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scrippsiella","Dinoflagellate","","3",49,306
"3275",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boreadium pisiforme","Dinoflagellate","","1",49,102
"3276",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ditylum brightwellii","Diatom","","3",49,306
"3277",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Octactis","Dictyochophyceae","","11",49,1122
"3278",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom","","3",49,306
"3279",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom","","5",49,510
"3280",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skeletonema costatum","Diatom","","1",49,102
"3281",1294,"30/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom","","12",49,1224
"3282",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navicula","Diatom","","11",39,1410
"3283",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis acuminata","Dinoflagellate","","2",39,256
"3284",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scrippsiella","Dinoflagellate","","5",39,641
"3285",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boreadium pisiforme","Dinoflagellate","","1",39,128
"3286",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom","","3",39,385
"3287",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom","","7",39,897
"3288",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacillaria","Diatom","","1",39,128
"3289",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ditylum brightwellii","Diatom","","1",39,128
"3290",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom","","3",39,385
"3291",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dictyocha","Dictyochophyceae","","3",39,385
"3292",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","","1",39,128
"3293",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis rotundata","Dinoflagellate","","2",39,256
"3294",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Octactis","Dictyochophyceae","","7",39,897
"3295",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom","","4",39,513
"3296",1295,"31/10/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum minimum","Dinoflagellate","","4",39,513
"3297",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom","","11",48,1146
"3298",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacillaria","Diatom","","2",48,208
"3299",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asterionellopsis glacialis","Diatom","","2",48,208
"3300",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom","","1",48,104
"3301",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom","","3",48,313
"3302",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom","","3",48,313
"3303",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dictyocha","Dictyochophyceae","","1",48,104
"3304",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scrippsiella","Dinoflagellate","","3",48,313
"3305",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom","","1",48,104
"3306",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karenia cristata","Dinoflagellate","","2",48,208
"3307",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom","","6",48,625
"3308",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ditylum brightwellii","Diatom","","1",48,104
"3309",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navicula","Diatom","","16",48,1667
"3310",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis fortii","Dinoflagellate","","1",48,104
"3311",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Octactis","Dictyochophyceae","","8",48,833
"3312",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karenia mikimotoi","Dinoflagellate","","2",48,208
"3313",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","","2",48,208
"3314",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum minimum","Dinoflagellate","","1",48,104
"3315",1296,"01/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skeletonema costatum","Diatom","","1",48,104
"3316",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Triceratium","Diatom","","1",50,100
"3317",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom","","9",50,900
"3318",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphidinium carterae","Dinoflagellate","","1",50,100
"3319",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom","","2",50,200
"3320",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom","","1",50,100
"3321",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noctiluca scintillans","Dinoflagellate","","1",50,100
"3322",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacillaria","Diatom","","4",50,400
"3323",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scrippsiella","Dinoflagellate","","4",50,400
"3324",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis acuminata","Dinoflagellate","","1",50,100
"3325",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom","","1",50,100
"3326",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom","","4",50,400
"3327",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navicula","Diatom","","10",50,1000
"3328",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skeletonema costatum","Diatom","","1",50,100
"3329",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Octactis","Dictyochophyceae","","7",50,700
"3330",1297,"04/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boreadium pisiforme","Dinoflagellate","","1",50,100
"3331",1298,"05/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom","","2",23,435
"3332",1298,"05/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dictyocha","Dictyochophyceae","","1",23,217
"3333",1298,"05/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karenia cristata","Dinoflagellate","","1",23,217
"3334",1298,"05/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ditylum brightwellii","Diatom","","1",23,217
"3335",1298,"05/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate","","1",23,217
"3336",1298,"05/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacillaria","Diatom","","3",23,652
"3337",1298,"05/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Octactis","Dictyochophyceae","","2",23,435
"3338",1298,"05/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom","","1",23,217
"3339",1298,"05/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom","","4",23,870
"3340",1298,"05/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navicula","Diatom","","6",23,1304
"3341",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis acuminata","Dinoflagellate","","1",43,116
"3342",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom","","3",43,349
"3343",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom","","4",43,465
"3344",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom","","1",43,116
"3345",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scrippsiella","Dinoflagellate","","2",43,233
"3346",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Octactis","Dictyochophyceae","","5",43,581
"3347",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom","","2",43,233
"3348",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dictyocha","Dictyochophyceae","","1",43,116
"3349",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacillaria","Diatom","","2",43,233
"3350",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navicula","Diatom","","5",43,581
"3351",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum minimum","Dinoflagellate","","1",43,116
"3352",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asterionellopsis glacialis","Diatom","","1",43,116
"3353",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom","","6",43,698
"3354",1299,"06/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom","","9",43,1047
"3355",1300,"07/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom","","3",43,349
"3356",1300,"07/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom","","1",43,116
"3357",1300,"07/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom","","3",43,349
"3358",1300,"07/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom","","7",43,814
"3359",1300,"07/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Octactis","Dictyochophyceae","","8",43,930
"3360",1300,"07/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skeletonema costatum","Diatom","","1",43,116
"3361",1300,"07/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom","","8",43,930
"3362",1300,"07/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ditylum brightwellii","Diatom","","1",43,116
"3363",1300,"07/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asterionellopsis glacialis","Diatom","","1",43,116
"3364",1300,"07/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navicula","Diatom","","17",43,1977
"3365",1300,"07/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacillaria","Diatom","","6",43,698
"3366",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dictyocha","Dictyochophyceae","","4",42,476
"3367",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom","","3",42,357
"3368",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scrippsiella","Dinoflagellate","","2",42,238
"3369",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ditylum brightwellii","Diatom","","1",42,119
"3370",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom","","4",42,476
"3371",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis acuminata","Dinoflagellate","","2",42,238
"3372",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom","","1",42,119
"3373",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cylindrotheca closterium","Diatom","","1",42,119
"3374",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom","","5",42,595
"3375",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitzschia","Diatom","","2",42,238
"3376",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom","","5",42,595
"3377",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skeletonema costatum","Diatom","","1",42,119
"3378",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navicula","Diatom","","9",42,1071
"3379",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eucampia","Diatom","","1",42,119
"3380",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum minimum","Dinoflagellate","","4",42,476
"3381",1301,"08/11/2019","08:00:00","Kabelo","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Octactis","Dictyochophyceae","","8",42,952
